TRAN|R|==,FE|KS|03/28/2013,7:10:00 PM|L123 1012T KS.pdf|Life Application (Issue Ages 0-44) (KS)|Final Expense
TRAN|R|==,FE|KY|11/14/2013,7:10:00 PM|L123 1012T KY.pdf|Life Application (Issue Ages 0-44) (KY)|Final Expense
TRAN|R|==,FE|LA|11/14/2013,7:10:00 PM|L123 1012T LA.pdf|Life Application (Issue Ages 0-44) (LA)|Final Expense
TRAN|R|==,FE|MA|05/02/2014,1:01:24 PM|L123 1012T MA.pdf|Life Application (Issue Ages 0-44) (MA)|Final Expense
TRAN|R|==,FE|MD|06/08/2013,7:10:00 PM|L123 1012T MD.pdf|Life Application (Issue Ages 0-44) (MD)|Final Expense
TRAN|R|==,FE||03/28/2013,7:10:00 PM|L123 1012T ME REV.pdf|Life Application (Issue Ages 0-44) (ME)|Final Expense
TRAN|R|==,FE|MN|11/06/2013,7:10:00 PM|L123 1012T MN REV.pdf|Life Application (Issue Ages 0-44) (MN)|Final Expense
TRAN|R|==,FE|MO|11/14/2013,7:10:00 PM|L123 1012T MO REV.pdf|Life Application (Issue Ages 0-44) (MO)|Final Expense
TRAN|R|==,FE|MT|08/31/2014,1:01:24 PM|L123 1012T MT REV.pdf|Life Application (Issue Ages 0-44) (MT)|Final Expense
TRAN|R|==,FE|NC|11/14/2013,7:10:00 PM|L123 1012T NC.pdf|Life Application (Issue Ages 0-44) (NC)|Final Expense
TRAN|R|==,FE|ND|11/14/2013,7:10:00 PM|L123 1012T ND.pdf|Life Application (Issue Ages 0-44) (ND)|Final Expense
TRAN|R|==,FE|NE|11/14/2013,7:10:00 PM|L123 1012T NE.pdf|Life Application (Issue Ages 0-44) (NE)|Final Expense
TRAN|R|==,FE|NH|11/14/2013,7:10:00 PM|L123 1012T NH.pdf|Life Application (Issue Ages 0-44) (NH)|Final Expense
TRAN|R|==,FE|NM|06/15/2013,12:06:07 PM|L123 1012T NM.pdf|Life Application (Issue Ages 0-44) (NM)|Final Expense
TRAN|R|==,FE|NJ|04/20/2013,7:10:00 PM|L123 1012T NJ.pdf|Life Application (Issue Ages 0-44) (NJ)|Final Expense
TRAN|R|==,FE|OH|11/14/2013,7:10:00 PM|L123 1012T OH.pdf|Life Application (Issue Ages 0-44) (OH)|Final Expense
TRAN|R|==,FE|OK|11/14/2013,7:10:00 PM|L123 1012T OK.pdf|Life Application (Issue Ages 0-44) (OK)|Final Expense
TRAN|R|==,FE|OR|11/14/2013,7:10:00 PM|L123 1012T OR.pdf|Life Application (Issue Ages 0-44) (OR)|Final Expense
TRAN|R|==,FE|PA|06/15/2013,12:06:07 PM|L123 1012T PA.pdf|Life Application (Issue Ages 0-44) (PA)|Final Expense
TRAN|R|==,FE|PR|08/08/2014,12:06:07 PM|L123 1012T PR.pdf|Life Application (Issue Ages 0-44) (PR)|Final Expense
TRAN|R|==,FE|RI|11/14/2013,7:10:00 PM|L123 1012T RI.pdf|Life Application (Issue Ages 0-44) (RI)|Final Expense
TRAN|R|==,FE|SC|11/14/2013,7:10:00 PM|L123 1012T SC.pdf|Life Application (Issue Ages 0-44) (SC)|Final Expense
TRAN|R|==,FE|TN|11/14/2013,7:10:00 PM|L123 1012T TN.pdf|Life Application (Issue Ages 0-44) (TN)|Final Expense
TRAN|R|==,FE|TX|11/14/2013,7:10:00 PM|L123 1012T TX.pdf|Life Application (Issue Ages 0-44) (TX)|Final Expense
TRAN|R|==,FE|VA|07/20/2014,7:10:00 PM|L123 1012T VA.pdf|Life Application (Issue Ages 0-44) (VA)|Final Expense
TRAN|R|==,FE|VT|09/22/2013,12:06:07 PM|L123 1012T VT.PDF|Life Application (Issue Ages 0-44) (VT)|Final Expense
TRAN|R|==,FE|WA|08/31/2014,1:01:24 PM|L123 1012T WA.pdf|Life Application (Issue Ages 0-44) (WA)|Final Expense
TRAN|R|==,FE|WI|11/14/2013,7:10:00 PM|L123 1012T WI.pdf|Life Application (Issue Ages 0-44) (WI)|Final Expense
TRAN|R|==,FE|WV|11/14/2013,7:10:00 PM|L123 1012T WV.pdf|Life Application (Issue Ages 0-44) (WV)|Final Expense
TRAN|R|==,FE|WY|03/28/2013,7:10:00 PM|L123 1012T WY.pdf|Life Application (Issue Ages 0-44) (WY)|Final Expense
TRAN|R|==,TU,BB|AR|06/28/2013,7:10:00 PM|TOU90M1008T.pdf|HIV Consent - AR |Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|AZ|12/23/2008,7:10:00 PM|TOU 109M-0207.pdf|HIV Consent - AZ |Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|CA|03/26/2009,7:10:00 PM|TOU92M1008T.pdf|HIV Consent - CA |Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|CT|10/31/2007,7:10:00 PM|TOU 120M-0207.pdf|HIV Consent - CT |Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|DE|10/31/2007,7:10:00 PM|TOU89M1008T.pdf|HIV Consent - DE|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|DC|01/08/2009,7:10:00 PM|TOU95M1008T.pdf|HIV Consent - DC |Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|FL|10/31/2007,7:10:00 PM|TOU 86M-0207.pdf|HIV Consent - FL|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|GA|10/31/2007,7:10:00 PM|TOU 93M-0207.pdf|HIV Consent - GA|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|IA|10/31/2007,7:10:00 PM|TOU87M1008T.pdf|HIV Consent - IA|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|KY|10/31/2007,7:10:00 PM|TOU105M1008T.pdf|HIV Consent - KY |Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|MA|12/21/2014,7:10:00 PM|ACF 0707 MA.pdf|HIV Consent - MA |Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|ME|10/31/2007,7:10:00 PM|TOU 97M-0208.pdf|HIV Consent - ME |Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|MI|10/31/2007,7:10:00 PM|TOU121M1008T.pdf|HIV Consent - MI|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|MO|10/31/2007,7:10:00 PM|TOU94M1008T.pdf|HIV Consent - MO|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|MT|10/31/2007,7:10:00 PM|TOU117M1008T.pdf|HIV Consent - MT |Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|ND|10/31/2007,7:10:00 PM|TOU108M1008T.pdf|HIV Consent - ND|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|NH|10/31/2007,7:10:00 PM|TOU91M1008T.pdf|HIV Consent - NH|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|OH|10/19/2010,7:10:00 PM|TOU104M1010T.pdf|HIV Consent - OH|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|OR|12/23/2008,7:10:00 PM|TOU88M1008T.pdf|HIV Consent - OR |Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|PA|10/31/2007,7:10:00 PM|TOU110M1008T.pdf|HIV Consent - PA|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|TX|10/31/2007,7:10:00 PM|TOU82M1008T.pdf|HIV Consent - TX|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|UT|10/31/2007,7:10:00 PM|TOU107M1008T.pdf|HIV Consent - UT|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|VA|10/31/2007,7:10:00 PM|TOU106M1008T.pdf|HIV Consent - VA|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|VT|10/31/2007,7:10:00 PM|TOU 85M-0207.pdf|HIV Consent - VT|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|WA|10/31/2007,7:10:00 PM|TOU102M1008T.pdf|HIV Consent - WA|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|WV|10/31/2007,7:10:00 PM|TOU115M1008T.pdf|HIV Consent - WV|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|WI|10/31/2007,7:10:00 PM|TOU116M1008T.pdf|HIV Consent - WI|Must complete and sign prior to collection of any biological sample. 
TRAN|R|==,TU,BB|AL,CT,MS,OR|10/31/2007,7:10:00 PM|DIS 94-197.pdf|Accelerated Death Benefit Option - AL CT MS OR |Required form. Complete in duplicate. Leave one copy with the applicant; forward the second copy to the Admin Office with the application. 
TRAN|R|==,TU,BB|AR,IN,KS,LA,MA,NC,OH,OK,UT,VA,WA|01/30/2010,7:10:00 PM|DIS 95-197.pdf|Accelerated Death Benefit Option - Multi States |Required form. Complete in duplicate. Leave one copy with the applicant; forward the second copy to the Admin Office with the application. 
TRAN|R|==,TU,BB|KY,MI|10/31/2007,7:10:00 PM|DIS 97-197.pdf|Accelerated Death Benefit Option - KY, MI|Required form. Complete in duplicate. Leave one copy with the applicant; forward the second copy to the Admin Office with the application. 
TRAN|R|==,TU,BB|MT|12/23/2008,7:10:00 PM|DIS 96-197.pdf|Accelerated Death Benefit Option - MT |Required form. Complete in duplicate. Leave one copy with the applicant; forward the second copy to the Admin Office with the application. 
TRAN|R|==,TU,BB|MN|12/27/2007,10:50:35 AM|DIS 95-0707 MN.pdf|Accelerated Death Benefit Option - MN|Required form. Complete in duplicate. Leave one copy with the applicant; forward the second copy to the Admin Office with the application. 
TRAN|R|==,TU,BB,FE|CA|06/15/2013,7:10:00 PM|CSSP0113.pdf|Senior Sales Practice Disclosure - CA|
TRAN|R|==,TU,BB,UL,IU,SU,VU,WL|GA|06/08/2014,7:10:00 PM|BGGA12.pdf|Buyer''s Guide - GA|This form, BGGA12 is required at the time of application. Leave with insured.·	This form should be used immediately.·	This form is for GA only.
TRAN|R|==,TU,BB,UL,IU,SU,VU,WL|IL,WA,WI|06/08/2014,7:10:00 PM|BGNAIC12.pdf|Buyer''s Guide - IL,WA,WI|This form, BGGA12 is required at the time of application. Leave with insured.·	This form should be used immediately.·	This form is for GA only.
TRAN|R|==,TU,BB,UL,IU,SU,VU,WL||06/08/2014,7:10:00 PM|BGME12.pdf|Buyer''s Guide - ME|This form, BGGA12 is required at the time of application. Leave with insured.·	This form should be used immediately.·	This form is for GA only.
TRAN|R|==,TU,BB,UL,IU,SU,VU,WL|NH|06/08/2014,7:10:00 PM|BGNH12.pdf|Buyer''s Guide - NH|This form, BGGA12 is required at the time of application. Leave with insured.·	This form should be used immediately.·	This form is for GA only.
TRAN|R|==,TU,BB|PA|09/30/2009,7:10:00 PM|DIS UL10 PA FINAL.pdf|Disclosure Statement - PA |TransTerm Disclosure Statement - PA
TRAN|R|==,TU,BB|AL,AK,AZ,AR,CO,HI,IA,KY,LA,ME,MD,MS,MT,NE,NH,NJ,NM,NC,OH,OR,RI,SC,TX,UT,VT,VA,WV,WI|09/17/2009,7:10:00 PM|TOC478M1008T.pdf|Replacement Transactions Sales Material Certification Statement |Must be completed and signed. 
TRAN|R|==,TU|AR,IN,MI,MN,MS,NE,NM,NC,OK,OR,SC,UT|08/09/2013,2:32:45 PM|ACC-DISC TL19.pdf|Terminal Illness, Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|Required form. Complete in duplicate. Leave one copy with the applicant; forward the second copy to the Admin Office with the application.
TRAN|R|==,TU|AR,IN,MI,MN,MS,NE,NM,NC,OK,OR,SC,UT|08/31/2012,2:32:45 PM|ACC-DISC 0212.pdf|Terminal Illness, Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|AL|08/09/2013,2:32:45 PM|ACC-DISC TL19 AL.pdf|Terminal Illness - AL - Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|AL|08/31/2012,2:32:45 PM|ACC-DISC AL 0212.pdf|Terminal Illness - AL- Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|CA|06/30/2014,2:32:45 PM|ACC-DISC TL19 CR CA FINAL.pdf|Critical Illness - CA - Accelerated Death Benefit Disclosure Form|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|CT|08/31/2012,2:32:45 PM|ACC-DISC CT 0212.pdf|Terminal Illness - CT - Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|FL|08/09/2013,2:32:45 PM|ACC-DISC TL19 FL.pdf|Terminal Illness - FL - Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|This form is used with the Trendsetter LB product only.
TRAN|R|==,TU|FL|08/31/2012,2:32:45 PM|ACC-DISC 1005.pdf|Terminal Illness - FL - Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|GA|08/09/2013,2:32:45 PM|ACC-DISC TL19 GA.pdf|Chronic Illness - GA -  and Critical Illness Accelerated Death Benefit Options Disclosure|This form is used with the Trendsetter LB product only.
TRAN|R|==,TU|GA|08/09/2013,2:32:45 PM|ACC-DISC LE08.pdf|Terminal Illness - GA - Accelerated Death Benefit Options Disclosure|This disclosure should be used with the Trendsetter LB product in GA only. This form should be used in addition to ACC-DISC TL19 GA. 
TRAN|R|==,TU|IL|04/06/2014,2:32:45 PM|ACC-DISC TL19 CH IL FINAL 2.pdf|Chronic Covered Conditions - IL - Accelerated Death Benefit Disclosure|This form is used with the Trendsetter LB product only.
TRAN|R|==,TU|IL|04/06/2014,2:32:45 PM|ACC-DISC TL19 IL FINAL 2.pdf|Critical Illness - IL - Accelerated Death Benefit Disclosure|This form is used with the Trendsetter LB product only.
TRAN|R|==,TU|IL|04/19/2014,2:32:45 PM|ACC-DISC IL 0505.pdf|Terminal Illness - IL - Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|IN|04/19/2014,2:32:45 PM|ACC-DISC IN 0505.pdf|Terminal Illness - IN - Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|LA|11/30/2012,2:32:45 PM|ACC-DISC TL19 LA.PDF|Terminal Illness - LA - Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|MD|03/28/2013,2:32:45 PM|ACC-DISC TL19 MD.pdf|Terminal Illness - MD - Accelerated Death Benefit Option Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|MI|08/09/2013,2:32:45 PM|ACC-DISC TL19 MI.pdf|Terminal Illness - MI - Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|This form is used with the Trendsetter LB product only.
TRAN|R|==,TU|MT|08/09/2013,2:32:45 PM|ACC-DISC TL19 MT.pdf|Terminal Illness - MT - Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|This form is used with the Trendsetter LB product only.
TRAN|R|==,TU|MT|08/31/2012,2:32:45 PM|ACC-DISC MT 0212.pdf|Terminal Illness - MT - Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|NJ|08/31/2012,2:32:45 PM|ACC-DISC NJ 0212.pdf|Terminal Illness - NJ - Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|NJ|08/09/2013,2:32:45 PM|ACC-DISC TL19 NJ.pdf|Terminal Illness - NJ - Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|This form is used with the Trendsetter LB product only.
TRAN|R|==,TU|OH|10/21/2012,2:32:45 PM|ACC-DISC TL19 OH.pdf|Terminal Illness - OH - Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|This form is used with the Trendsetter LB product only.
TRAN|R|==,TU|OR|08/09/2013,2:32:45 PM|ACC-DISC TL19 OR.pdf|Terminal Illness - OR - Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|PA|08/09/2013,2:32:45 PM|ACC-DISC TL19 PA.pdf|Terminal Illness - PA - Chronic Illness and Critical Illness Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|PA|08/31/2012,2:32:45 PM|ACC-DISC PA 0212.pdf|Terminal Condition - PA - Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|TX|08/09/2013,2:32:45 PM|ACC-DISC TL19 TX.pdf|Chronic Illness - TX - and Critical Illness Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|VA|04/25/2014,2:32:45 PM|ACC-DISC TL19 VA.pdf|Chronic Illness - VA - and Critical Illness Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,TU|WA|09/23/2012,2:32:45 PM|ACC-DISC TL19 WA FINAL.pdf|Critical Illness - WA - Accelerated Death Benefit Options Disclosure|is for use with the Trendsetter LB product. 
TRAN|R|==,FE|AL,AR,CA,CT,GA,ID,IN,KY,LA,MD,MI,MT,NC,OK,OR,RI,UT,WV,WY|06/08/2013,7:10:00 PM|ACC-DISC LR T.pdf|Accelerated Death Benefit Rider|Final Expense
TRAN|R|==,FE|IL|11/06/2013,7:10:00 PM|ACC-DISC LR IL.pdf|Accelerated Death Benefit Rider - IL|Final Expense
TRAN|R|==,FE|KS|03/28/2013,7:10:00 PM|ACC-DISC LR T KS.pdf|Accelerated Death Benefit Rider - KS|Final Expense
TRAN|R|==,FE|MA|05/02/2014,7:10:00 PM|ACC-DISC LR MA REV 1013 (T).pdf|Accelerated Death Benefit Rider - MA|Final Expense
TRAN|R|==,FE|MN|03/28/2013,7:10:00 PM|ACC-DISC LR T MN 00.pdf|Accelerated Death Benefit Rider with Nursing Home Option|Final Expense
TRAN|R|==,FE|MN|03/28/2013,7:10:00 PM|ACC-DISC LR T MN 01.pdf|Accelerated Death Benefit Rider without Nursing Home Option|Final Expense
TRAN|R|==,FE|MS|06/08/2013,7:10:00 PM|ACC-DISC LR T MS.pdf|Accelerated Death Benefit Rider - MS|Final Expense
TRAN|R|==,FE|OH|03/28/2013,7:10:00 PM|ACC-DISC LR T OH 00.pdf|Accelerated Death Benefit Rider with Nursing Home Option|Final Expense
TRAN|R|==,FE|OH|03/28/2013,7:10:00 PM|ACC-DISC LR T OH 01.pdf|Accelerated Death Benefit Rider without Nursing Home Option|Final Expense
TRAN|R|==,FE|PA|03/28/2013,7:10:00 PM|ACC-DISC LR T PA.pdf|Accelerated Death Benefit Rider without Nursing Home Option|Final Expense
TRAN|R|==,FE|PR|08/08/2014,7:10:00 PM|ACC-DISC LR PR.pdf|Accelerated Death Benefit Rider - PR|Final Expense
TRAN|R|==,FE|TX|06/08/2013,7:10:00 PM|ACC-DISC LR T TX.pdf|Accelerated Death Benefit Rider - TX|Final Expense
TRAN|R|==,FE|OH|03/28/2013,7:10:00 PM|ACC-DISC LR T VA 00.pdf|Accelerated Death Benefit Rider with Nursing Home Option|Final Expense
TRAN|R|==,FE|VA|03/28/2013,7:10:00 PM|ACC-DISC LR T VA 01.pdf|Accelerated Death Benefit Rider without Nursing Home Option|Final Expense
TRAN|R|==,IU|AK,AZ,AR,CA,CO,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MS,MO,NE,NV,NH,NM,NC,ND,OR,RI,SC,SD,TN,UT,VT,WA,WV,WI,WY|10/25/2014,2:32:45 PM|ACC-DISCT 0312.pdf|Terminal Illness - generic - Accelerated Death Benefit Options Disclosure|is for use with indexed Universal Life
TRAN|R|==,IU|AL|10/25/2014,2:32:45 PM|ACC-DISCT AL 0312.pdf|Terminal Illness - AL - Accelerated Death Benefit Options Disclosure|is for use with indexed Universal Life
TRAN|R|==,IU|CT|10/25/2014,2:32:45 PM|ACC-DISCT CT 0312.pdf|Terminal Illness - CT - Accelerated Death Benefit Options Disclosure|is for use with indexed Universal Life
TRAN|R|==,IU|MN|10/25/2014,2:32:45 PM|ACC-DISCT MN 0312.pdf|Terminal Illness - MN - Accelerated Death Benefit Options Disclosure|is for use with indexed Universal Life
TRAN|R|==,IU|MT|10/25/2014,2:32:45 PM|ACC-DISCT MT 0312.pdf|Terminal Illness - MT - Accelerated Death Benefit Options Disclosure|is for use with indexed Universal Life
TRAN|R|==,IU|NJ|10/25/2014,2:32:45 PM|ACC-DISCT NJ 0312.pdf|Terminal Illness - NJ - Accelerated Death Benefit Options Disclosure|is for use with indexed Universal Life
TRAN|R|==,IU|OH|10/25/2014,2:32:45 PM|ACC-DISCT OH 0312.pdf|Terminal Illness - OH - Accelerated Death Benefit Options Disclosure|is for use with indexed Universal Life
TRAN|R|==,IU|OK|10/25/2014,2:32:45 PM|ACC-DISCT OK 0312.pdf|Terminal Illness - OK - Accelerated Death Benefit Options Disclosure|is for use with indexed Universal Life
TRAN|R|==,IU|PA|10/25/2014,2:32:45 PM|ACC-DISCT PA 0312.pdf|Terminal Illness - PA - Accelerated Death Benefit Options Disclosure|is for use with indexed Universal Life
TRAN|R|==,IU|PR|10/25/2014,2:32:45 PM|ACC-DISCT PR 0312.pdf|Terminal Illness - PR - Accelerated Death Benefit Options Disclosure|is for use with indexed Universal Life
TRAN|R|==,IU|TX|10/25/2014,2:32:45 PM|ACC-DISCT TX 0312.pdf|Terminal Illness - TX - Accelerated Death Benefit Options Disclosure|is for use with indexed Universal Life
TRAN|R|==,IU|VA|10/25/2014,2:32:45 PM|ACC-DISCT VA 0312.pdf|Terminal Illness - VA - Accelerated Death Benefit Options Disclosure|is for use with indexed Universal Life
TRAN|R|==,TU,BB|AL,AK,AZ,AR,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,WA,WV,WY,GU,PR,VI,AS|05/11/2015,11:09:32 AM|HIP1008.pdf|HIPAA Authorization - Generic|Select version by location of HEALTH CARE PROVIDER. Print two copies. Leave one with Proposed Insured. 
TRAN|R|==,TU,BB|CA,GU,PR,VI,AS|05/11/2015,11:09:32 AM|HIP1008TCA.pdf|HIPAA Authorization - Generic & CA |Select version by location of HEALTH CARE PROVIDER. Print two copies. Leave one with Proposed Insured. 
TRAN|R|==,TU,BB|ME|05/11/2015,11:09:32 AM|HIP1008TME.pdf|HIPAA Authorization - ME|Select version by location of HEALTH CARE PROVIDER. Print two copies. Leave one with Proposed Insured. 
TRAN|R|==,TU,BB|MN|05/11/2015,11:09:32 AM|HIP1008TMN.pdf|HIPAA Authorization - MN|Select version by location of HEALTH CARE PROVIDER. Print two copies. Leave one with Proposed Insured. 
TRAN|R|==,TU,BB||05/11/2015,11:09:32 AM|HIP1008TVT.pdf|HIPAA Authorization - VT|Select version by location of HEALTH CARE PROVIDER. Print two copies. Leave one with Proposed Insured. 
TRAN|R|==,TU,BB|AL,AK,AZ,AR,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,WA,WV,WY,GU,PR,VI,AS|11/24/2009,7:10:00 PM|HIP1008T.pdf|HIPAA Authorization - Generic (VUL)|Select version by location of HEALTH CARE PROVIDER. Print two copies. Leave one with Proposed Insured. 
TRAN|L|==,TU,BB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NM,NY,NC,ND,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|01/12/2012,7:10:00 PM|PFA11008T.pdf|Addendum to Application for Life Insurance |This form is required on all UL or Term/UL policies if the insured is 65 or older, and applying for coverage of $1,000,000 or more in aggregate (excluding policies owned by qualified retirement plans). Also required for term conversions within five years of policy issue.  
TRAN|L|==,TU,BB|OH|01/12/2012,7:10:00 PM|PFA10311OH.pdf|Addendum to Application for Life Insurance - OH|This form is required on all UL or Term/UL policies if the insured is 65 or older, and applying for coverage of $1,000,000 or more in aggregate (excluding policies owned by qualified retirement plans). Also required for term conversions within five years of policy issue.  
TRAN|L|==,TU,BB|NJ|05/03/2011,7:10:00 PM|PFA11008TNJ FINAL.pdf|Addendum to Application for Life Insurance - NJ|This form is required on all UL or Term/UL policies if the insured is 65 or older, and applying for coverage of $1,000,000 or more in aggregate (excluding policies owned by qualified retirement plans). Also required for term conversions within five years of policy issue.  
TRAN|L|==,TU,BB|AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IA,KS,KY,LA,ME,MD,MN,MS,MO,MT,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,TN,TX,UT,VA,WA,WY|01/30/2010,2:49:54 PM|DIS11541008T.pdf|Disclosure Military Sales Practice|To be used any time agent soliciting insurance sale for active duty military personnel
TRAN|L|==,TU,BB|MN|08/14/2008,2:49:54 PM|DISMSP1008.pdf|Disclosure Military Sales Practice (MN)|To be used any time agent soliciting insurance sale for active duty military personnel
TRAN|L|==,TU,BB|AL,AR,CO,DE,DC,GA,HI,ID,IL,IN,IA,KS,LA,ME,MI,MS,MO,MT,NE,NM,NC,ND,OH,OK,RI,SC,SD,TN,TX,UT,VT,WA,WV,WY,GU,PR,VI,AS|10/31/2007,7:10:00 PM|APE561008T.pdf|Personal Financial Supplement - Generic |Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|AK|12/14/2008,7:10:00 PM|APE561008TAK.pdf|Personal Financial Supplement - AK|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|AZ|10/31/2007,7:10:00 PM|APE561008TAZ.pdf|Personal Financial Supplement - AZ|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|CA|11/05/2009,7:10:00 PM|APE561008TCA.pdf|Personal Financial Supplement - CA|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|CT|10/31/2007,7:10:00 PM|APE561008TCT.pdf|Personal Financial Supplement - CT|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|FL|10/31/2007,7:10:00 PM|APE561008TFL.pdf|Personal Financial Supplement - FL|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|KY|10/31/2007,7:10:00 PM|APE561008TKY.pdf|Personal Financial Supplement - KY|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|MA|12/14/2008,7:10:00 PM|APE561008TMA.pdf|Personal Financial Supplement - MA|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|MD|02/16/2014,7:10:00 PM|APE560113TMD.pdf|Personal Financial Supplement - MD|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|NV|12/14/2008,7:10:00 PM|APE561008TNV.pdf|Personal Financial Supplement - NV|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|NJ|03/25/2009,7:10:00 PM|APE561008TNJ.pdf|Personal Financial Supplement - NJ|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
